state,scenario,year,hydro,gas_ct,gas_cc,coal,nuclear,geothermal,biomass,rooftop_pv,utility_pv,csp,onshore_wind,offshore_wind,load
Massachusetts,25,2032,812127.33,76237.44,2118329.66,1424610.89,0.00,0.00,4046845.02,430561.01,7243.54,0.00,747046.40,9974409.38,61266670.57
Michigan,25,2032,1391208.89,196636.50,1715818.01,43881961.33,25327696.90,0.00,4220193.17,330869.10,0.00,0.00,97774975.14,0.00,155349536.62
Minnesota,25,2032,17153351.65,0.00,173344.50,2622256.25,8260750.08,0.00,2859913.26,137172.58,0.00,0.00,75067587.97,0.00,73527810.36
Mississippi,25,2032,0.00,3291.08,4056642.60,10570090.12,10007760.38,0.00,7613788.52,39022.81,3553148.35,0.00,0.00,0.00,43956384.80
Missouri,25,2032,1526536.17,264683.41,1051740.59,43154147.97,9406978.56,0.00,3532882.72,450834.98,0.00,0.00,7084521.19,0.00,112618823.36
Montana,25,2032,9539659.93,0.00,0.00,475707.00,0.00,0.00,14299.62,153967.17,0.00,0.00,22728043.72,0.00,15010094.33
Nebraska,25,2032,807234.00,32408.03,196389.49,8263010.91,9789107.42,0.00,971546.22,204763.51,0.00,0.00,28438390.03,0.00,24674258.96
Nevada,25,2032,2155924.44,0.00,76749.21,1435554.15,0.00,30488807.61,64113.96,2575066.58,1362778.46,12177506.77,10736781.62,0.00,41022365.12
New Hampshire,25,2032,1094256.22,0.00,406840.39,1070.70,9644919.78,0.00,1646763.72,41560.18,8431.38,0.00,124640.73,0.00,9753287.66
New Jersey,25,2032,29771.06,1336.71,1050961.51,11381011.65,26600405.76,0.00,2573085.33,856651.95,0.00,0.00,1315386.28,39873993.28,93426203.51
New Mexico,25,2032,203969.06,0.00,86135.47,4996353.86,0.00,9422170.91,251227.04,809318.75,2563782.32,16804050.69,31508519.32,0.00,44940880.39
New York,25,2032,33158143.06,428694.00,10622192.11,25392536.03,22899273.52,0.00,8335777.29,3261430.18,0.00,0.00,29912345.93,6091561.09,154190926.15
North Carolina,25,2032,4621919.17,0.00,276971.03,56056534.42,39035008.51,0.00,6636139.22,940524.47,0.00,0.00,10940591.55,8697600.63,125864443.14
North Dakota,25,2032,3240981.96,0.00,0.00,2234156.92,0.00,0.00,532145.44,15122.74,0.00,0.00,27479713.12,0.00,13619071.52
Ohio,25,2032,500949.67,0.00,1866163.33,126363952.33,16663790.59,0.00,9438824.66,48674.16,0.00,0.00,14366304.89,0.00,155111073.54
Oklahoma,25,2032,2608900.50,28189.51,3376339.94,27150766.24,0.00,0.00,7184856.45,745810.97,664622.80,598907.93,54617037.21,0.00,71891578.17
Oregon,25,2032,36950715.67,0.00,88661.80,788427.60,0.00,8781473.78,513754.19,420762.47,0.00,0.00,21414325.12,0.00,61273500.89
Pennsylvania,25,2032,2568330.90,0.00,10860012.17,91885229.81,72686695.68,0.00,8835559.42,985019.60,0.00,0.00,17146201.24,0.00,187884044.81
Rhode Island,25,2032,9787.33,0.00,3075373.80,0.00,0.00,0.00,347523.05,282185.27,1852291.63,0.00,56542.90,1672145.67,12535211.69
South Carolina,25,2032,2584177.11,60630.55,1350660.55,34570168.94,45548748.29,0.00,7212524.56,83677.60,3037427.46,0.00,3691608.80,0.00,91030942.22
South Dakota,25,2032,5109845.50,8508.89,0.00,54471.51,0.00,0.00,205605.41,113815.34,0.00,0.00,26022497.70,0.00,12864063.36
Tennessee,25,2032,9100500.00,367684.04,0.00,32435788.75,26861271.55,0.00,5318449.33,57263.93,327480.40,0.00,450241.69,0.00,154787886.09
Texas,25,2032,1413257.72,246569.83,40077045.29,112377820.10,38418416.64,0.00,17789584.53,5979736.86,46424812.61,5082539.13,65789684.18,0.00,408948986.08
Utah,25,2032,720236.78,19164.48,27925.18,8870361.81,0.00,9779224.79,274400.76,320383.65,0.00,575822.84,3741701.46,0.00,33974731.63
Vermont,25,2032,42500575.56,0.00,0.00,0.00,0.00,0.00,640353.29,39230.00,0.00,0.00,114138.55,0.00,7272595.29
Virginia,25,2032,1036922.50,746766.98,5470451.78,16964250.96,20813928.19,0.00,5509175.46,331109.49,0.00,0.00,11669001.70,4194840.55,133325127.98
Washington,25,2032,78845542.22,9299.51,83218.01,1832474.48,6735539.60,0.00,1575196.36,2250291.66,0.00,0.00,32946979.91,0.00,98376113.86
West Virginia,25,2032,693700.00,0.00,0.00,94111564.43,0.00,0.00,6197451.92,13777.48,0.00,0.00,8540195.79,0.00,41278518.45
Wisconsin,25,2032,2017902.34,103727.55,1187485.89,5802318.92,4395193.34,0.00,4299531.47,250451.89,0.00,0.00,18536999.03,0.00,57388791.43
Wyoming,25,2032,867751.28,1025.82,0.00,2193330.16,0.00,0.00,160581.43,91652.82,0.00,0.00,37022320.57,0.00,12612213.43
Alabama,25,2034,9299939.56,0.00,4879508.82,73768104.96,31169509.63,0.00,17161475.52,74686.00,0.00,0.00,9695.34,0.00,99444266.49
Arizona,25,2034,8141185.44,27270.51,85387.06,2302312.84,23077114.02,0.00,202670.39,8068023.21,7038446.31,95894079.91,17288810.88,0.00,103343137.71
Arkansas,25,2034,3122326.67,0.00,2525027.09,3150156.49,7889213.95,0.00,6336132.61,55078.11,1475255.54,0.00,3292395.93,0.00,44219964.67
California,25,2034,34941689.67,134471.45,0.00,129604.57,25751081.56,118630061.58,4675730.35,23404130.71,22413925.26,53714428.88,29217668.76,0.00,305771214.13
Colorado,25,2034,1593103.59,100677.09,55860.83,3460635.96,0.00,0.00,432185.91,3850130.57,0.00,14373305.07,20024864.91,0.00,55257767.80
Connecticut,25,2034,396320.06,0.00,2409049.62,1256239.64,16103324.39,0.00,2824032.70,789189.23,841125.15,0.00,0.00,0.00,33938640.30
Delaware,25,2034,0.00,0.00,352215.45,5563696.58,0.00,0.00,25601.91,326812.19,0.00,0.00,515516.93,2783305.91,9571368.96
Florida,25,2034,208412.06,369947.15,47716797.02,65554492.31,19889040.38,0.00,16704749.42,3941503.05,44358582.86,3788241.09,0.00,0.00,291298899.46
Georgia,25,2034,4182738.39,207027.07,13728967.91,87146205.80,32094397.44,0.00,13846215.02,324305.05,6994911.38,0.00,197006.85,0.00,138688893.87
Idaho,25,2034,10449604.94,3741.64,15441.88,0.00,0.00,145943.13,85221.82,20937.16,0.00,0.00,2825069.23,0.00,24750142.19
Illinois,25,2034,2834969.39,88800.37,1556307.35,69013325.79,62607790.08,0.00,2739143.42,289811.26,0.00,0.00,76231529.91,0.00,147675759.61
Indiana,25,2034,2558734.89,845354.66,1732285.30,36901171.58,0.00,0.00,6245026.11,299263.99,0.00,0.00,59514044.68,0.00,114465823.67
Iowa,25,2034,4193288.71,0.00,490767.89,7941837.32,4589656.93,0.00,829965.06,494984.10,0.00,0.00,56680988.39,0.00,41120817.18
Kansas,25,2034,3845.33,52294.90,0.00,14143740.81,9217257.98,0.00,2196929.46,673980.02,2334497.23,0.00,74777647.77,0.00,43865263.12
Kentucky,25,2034,3773674.19,60086.20,463490.15,82622460.71,0.00,0.00,10986599.67,52693.38,483877.64,0.00,40734.78,0.00,72851976.00
Louisiana,25,2034,403837.67,0.00,2982867.74,15240383.12,16790270.98,0.00,5448515.14,961345.05,256821.10,0.00,0.00,0.00,78809514.36
Maine,25,2034,8649300.94,0.00,513453.70,75844.42,0.00,0.00,2101756.93,215186.16,0.00,0.00,1064936.48,713857.66,12515805.57
Maryland,25,2034,1834543.72,0.00,3180525.27,25150885.26,13715216.64,0.00,1944300.33,583241.33,1416917.70,0.00,11436731.20,4699743.45,55879181.06
Massachusetts,25,2034,812127.33,0.00,2460286.31,1541433.40,0.00,0.00,4046845.02,483771.06,7243.54,0.00,747046.40,9974409.38,60932829.51
Michigan,25,2034,1391208.89,197909.23,2589731.10,41985291.69,25327696.90,0.00,4223091.19,347769.99,0.00,0.00,97774975.14,0.00,154020092.87
Minnesota,25,2034,17651049.14,0.00,175928.21,2640401.35,0.00,0.00,2932463.18,139516.76,0.00,0.00,75117870.69,0.00,73092391.36
Mississippi,25,2034,0.00,3289.86,3816626.59,9917438.58,10007760.38,0.00,7613788.52,45033.58,3553148.35,0.00,0.00,0.00,43820177.57
Missouri,25,2034,1526536.17,135665.72,1060822.41,38824807.17,9406978.56,0.00,3632790.66,479377.66,0.00,0.00,7084521.19,0.00,111845450.82
Montana,25,2034,9539659.93,0.00,0.00,237618.71,0.00,0.00,13437.43,161418.30,0.00,0.00,22728043.72,0.00,15022913.39
Nebraska,25,2034,807234.00,32392.80,218492.02,7024919.46,0.00,0.00,918225.46,211478.23,0.00,0.00,29598771.86,0.00,24499730.01
Nevada,25,2034,2155924.44,0.00,0.00,777770.46,0.00,30488807.61,47589.67,2687272.21,1362778.46,12540829.95,10736781.62,0.00,41330107.26
New Hampshire,25,2034,1094256.22,0.00,379717.70,1070.70,9644919.78,0.00,1646763.72,47592.62,8431.38,0.00,124640.73,0.00,9740765.52
New Jersey,25,2034,29771.06,0.00,980897.41,10100949.37,26600405.76,0.00,2573085.33,940298.32,0.00,0.00,1315386.28,48105669.41,92931284.57
New Mexico,25,2034,203969.06,30624.71,6431.45,2801355.75,0.00,9422170.91,251227.04,849886.17,2563782.32,26575807.74,31508519.32,0.00,45097290.48
New York,25,2034,33158143.06,495314.70,11499573.35,25392536.03,14839311.05,0.00,8335777.29,3654715.83,0.00,0.00,30284400.79,8510423.65,152991997.19
North Carolina,25,2034,4621919.17,0.00,329923.85,57804738.60,39035008.51,0.00,6636139.22,982645.37,0.00,0.00,10940591.55,21145736.54,125755480.53
North Dakota,25,2034,2743284.47,0.00,0.00,2304789.94,0.00,0.00,559521.03,15798.23,0.00,0.00,27479713.12,0.00,13497070.27
Ohio,25,2034,500949.67,0.00,1718432.48,125267740.41,16663790.59,0.00,9438824.66,54794.87,0.00,0.00,19303575.63,0.00,153785604.01
Oklahoma,25,2034,2608900.50,26310.21,3101494.63,25716961.23,0.00,0.00,7175092.27,771303.98,664622.80,738965.73,57236725.55,0.00,71593299.45
Oregon,25,2034,36950715.67,2157.41,52159.03,545356.09,0.00,8781473.78,431435.67,420762.47,0.00,0.00,21414325.12,0.00,61413710.59
Pennsylvania,25,2034,2568330.90,53235.28,12646166.43,100263978.72,48892573.44,0.00,8835559.42,1054991.98,0.00,0.00,17598576.26,388321.59,186381517.86
Rhode Island,25,2034,9787.33,0.00,2900054.73,0.00,0.00,0.00,347523.05,302562.36,1852291.63,0.00,56542.90,1672145.67,12449878.50
South Carolina,25,2034,2584177.11,94852.74,1243417.48,35299420.43,25485797.38,0.00,7893833.11,97271.52,3037427.46,0.00,3691608.80,0.00,90691496.77
South Dakota,25,2034,5109845.50,17145.05,0.00,47042.03,0.00,0.00,205605.41,115892.53,0.00,0.00,29608568.27,0.00,12779606.64
Tennessee,25,2034,9100500.00,238423.79,0.00,30815507.97,26861271.55,0.00,9792654.09,64024.02,327480.40,0.00,450241.69,0.00,154120719.85
Texas,25,2034,1413257.72,221105.75,33278840.15,103971420.41,38418416.64,0.00,17375590.10,6692792.41,46545360.79,12148640.15,66157628.08,0.00,408503141.85
Utah,25,2034,720236.78,36037.71,12563.18,4625844.45,0.00,9779224.79,204135.39,359720.94,0.00,575822.84,3741701.46,0.00,34111664.21
Vermont,25,2034,42500575.56,0.00,0.00,0.00,0.00,0.00,640353.29,44462.75,0.00,0.00,114138.55,0.00,7226512.10
Virginia,25,2034,1036922.50,879153.11,4265904.89,17156138.21,14497814.02,0.00,5509175.46,364090.65,0.00,0.00,12376043.69,9577525.41,132866237.79
Washington,25,2034,78845542.22,11437.47,77670.14,1270577.61,6735539.60,0.00,1254500.19,2257839.56,0.00,0.00,32946979.91,0.00,98659741.74
West Virginia,25,2034,693700.00,0.00,0.00,93799197.05,0.00,0.00,6197451.92,15626.13,0.00,0.00,10958400.93,0.00,40837897.57
Wisconsin,25,2034,2017902.34,103305.04,1619724.32,5213972.43,0.00,0.00,4316977.64,269269.45,0.00,0.00,18557620.20,0.00,57067298.67
Wyoming,25,2034,867751.28,7212.65,0.00,1662277.81,0.00,0.00,164625.21,101340.28,0.00,0.00,37029581.66,0.00,12604718.91
Alabama,25,2036,9299939.56,0.00,4554208.24,70909568.60,22331692.80,0.00,17161475.52,98098.15,0.00,0.00,9695.34,0.00,98967158.74
Arizona,25,2036,8141185.44,0.00,87222.93,1321663.78,23077114.02,0.00,163580.07,8287604.80,7038446.31,98166567.80,18601518.76,0.00,104236048.66
Arkansas,25,2036,3122326.67,0.00,2370066.36,3105506.89,7889213.95,0.00,6336132.61,60037.52,1475255.54,0.00,3341390.96,0.00,44093452.31
California,25,2036,34941689.67,136855.57,0.00,61414.81,25751081.56,118630061.58,4675730.35,24321784.35,22413925.26,74360187.51,29217668.76,0.00,307458868.57
Colorado,25,2036,1593103.59,0.00,143298.09,2187678.85,0.00,0.00,339401.59,3939660.52,0.00,23696135.93,22435688.48,0.00,55709233.81
Connecticut,25,2036,396320.06,0.00,2466408.97,1256239.64,9130302.72,0.00,2824032.70,885970.49,841125.15,0.00,0.00,0.00,33759810.69
Delaware,25,2036,0.00,0.00,328734.42,5466503.39,0.00,0.00,25601.91,346958.86,0.00,0.00,515516.93,4574432.69,9528508.63
Florida,25,2036,208412.06,362125.71,41695398.15,65554492.31,13256725.25,0.00,17985681.64,4460512.91,46607256.37,5687497.12,0.00,0.00,292707443.95
Georgia,25,2036,4182738.39,221950.32,12343639.70,87103358.58,25169596.42,0.00,13846215.02,376320.09,6994911.38,0.00,197006.85,0.00,138506905.30
Idaho,25,2036,10449604.94,6428.28,14412.42,0.00,0.00,145943.13,85221.82,24069.44,0.00,0.00,2883250.81,0.00,24810436.28
Illinois,25,2036,2834969.39,95555.64,1407794.19,65578271.56,62607790.08,0.00,2739143.42,314085.16,0.00,0.00,76945287.98,0.00,146751956.91
Indiana,25,2036,2558734.89,826452.03,1595353.91,36812500.49,0.00,0.00,6245026.11,310124.78,0.00,0.00,62370833.67,0.00,113440239.81
Iowa,25,2036,4193288.71,0.00,458050.03,6697531.22,0.00,0.00,764321.46,512339.56,0.00,0.00,60299502.70,0.00,40829432.75
Kansas,25,2036,3845.33,48808.57,0.00,12125879.01,9217257.98,0.00,1998164.21,698967.90,2334497.23,0.00,74777647.77,0.00,43708877.21
Kentucky,25,2036,3773674.19,6272.90,422478.53,79655286.45,0.00,0.00,10986599.67,58167.13,483877.64,0.00,40734.78,0.00,72277299.37
Louisiana,25,2036,403837.67,0.00,2710603.31,13133938.54,16790270.98,0.00,5448575.90,981555.54,256821.10,0.00,0.00,0.00,78498178.39
Maine,25,2036,8649300.94,0.00,495474.94,75844.42,0.00,0.00,2101756.93,233427.58,0.00,0.00,1064936.48,1390295.34,12454964.41
Maryland,25,2036,1834543.72,0.00,2787766.66,31420733.32,6814130.69,0.00,1944300.33,645191.72,1416917.70,0.00,11436731.20,7352364.83,55733683.92
Massachusetts,25,2036,812127.33,0.00,2296267.22,1541433.40,0.00,0.00,4046845.02,539921.77,7243.54,0.00,747046.40,12344868.01,60635196.55
Michigan,25,2036,1391208.89,220335.86,2812000.52,45832791.43,17296192.51,0.00,4223091.19,382537.81,0.00,0.00,97774975.14,0.00,152759182.77
Minnesota,25,2036,17745374.73,0.00,164199.66,2625894.85,0.00,0.00,2932463.18,148735.30,0.00,0.00,75450708.14,0.00,72728215.24
Mississippi,25,2036,0.00,3292.15,3564066.51,9518893.83,10007760.38,0.00,11791445.27,54001.69,3553148.35,0.00,0.00,0.00,43676115.38
Missouri,25,2036,1526536.17,93425.95,982348.22,35887490.89,9406978.56,0.00,3567878.56,535039.21,0.00,0.00,7084521.19,0.00,111094222.47
Montana,25,2036,9539659.93,0.00,0.00,120002.85,0.00,0.00,12804.66,171482.83,0.00,0.00,22729650.64,0.00,15032816.31
Nebraska,25,2036,807234.00,31210.56,197151.79,5648418.14,0.00,0.00,852210.51,228664.69,0.00,0.00,31269721.71,0.00,24343885.23
Nevada,25,2036,2155924.44,0.00,0.00,379798.59,0.00,30488807.61,24534.85,2823627.05,1362778.46,12613494.58,10736781.62,0.00,41640092.27
New Hampshire,25,2036,1094256.22,0.00,797407.16,1070.70,9644919.78,0.00,1646763.72,54402.29,8431.38,0.00,124640.73,0.00,9740641.02
New Jersey,25,2036,29771.06,0.00,915504.25,10764722.20,26600405.76,0.00,2573085.33,1031280.44,0.00,0.00,1315386.28,53649788.77,92469044.13
New Mexico,25,2036,203969.06,13106.17,6002.68,1761227.33,0.00,9422170.91,251227.04,906070.55,2563782.32,39598699.42,31508519.32,0.00,45208123.91
New York,25,2036,33158143.06,642033.40,12871516.60,25392536.03,0.00,0.00,8335777.29,4079657.41,0.00,0.00,34232512.88,9489922.17,151823181.66
North Carolina,25,2036,4621919.17,0.00,308829.40,55650615.41,31920486.91,0.00,9323462.18,1046094.82,0.00,0.00,10940591.55,34441683.54,125678096.52
North Dakota,25,2036,2648958.88,0.00,0.00,2019973.58,0.00,0.00,532321.61,17412.16,0.00,0.00,27479713.12,0.00,13381405.98
Ohio,25,2036,500949.67,0.00,1636647.36,131135432.42,16663790.59,0.00,9438824.66,67569.56,0.00,0.00,24299045.98,0.00,152515656.93
Oklahoma,25,2036,2608900.50,24556.20,2855924.61,20865992.92,0.00,0.00,6670557.28,813276.63,664622.80,738965.73,57236725.55,0.00,71275670.46
Oregon,25,2036,36950715.67,2013.58,0.00,385907.97,0.00,8781473.78,409832.91,422865.44,0.00,0.00,21414325.12,0.00,61548850.80
Pennsylvania,25,2036,2694807.46,5157.66,12305859.64,100708683.79,42402548.74,0.00,8835559.42,1139656.41,0.00,0.00,17598576.26,1679737.51,184889245.50
Rhode Island,25,2036,9787.33,0.00,3210538.76,0.00,0.00,0.00,347523.05,327059.57,1852291.63,0.00,56542.90,2895307.44,12369765.32
South Carolina,25,2036,2584177.11,95725.19,1172120.81,30692607.92,25485797.38,0.00,7893833.11,113880.06,3037427.46,0.00,3691608.80,5687377.08,90331941.62
South Dakota,25,2036,5109845.50,17945.60,0.00,39166.57,0.00,0.00,205605.41,121883.42,0.00,0.00,29951829.61,0.00,12701848.97
Tennessee,25,2036,9100500.00,217928.34,0.00,29704023.63,26861271.55,0.00,17515063.96,74661.04,327480.40,0.00,450241.69,0.00,153406540.86
Texas,25,2036,1413257.72,221217.23,27925402.06,96314555.78,38418416.64,0.00,17381941.87,7544239.72,46545360.79,20060165.88,66296484.61,0.00,407981736.59
Utah,25,2036,720236.78,33635.20,11725.63,2512198.18,0.00,9779224.79,154375.59,422966.76,0.00,575822.84,4482629.56,0.00,34256186.43
Vermont,25,2036,42500575.56,0.00,0.00,0.00,0.00,0.00,640353.29,50232.94,0.00,0.00,114138.55,0.00,7184050.02
Virginia,25,2036,1036922.50,921504.24,4131037.66,17152394.41,14497814.02,0.00,8094656.88,413068.95,0.00,0.00,12376043.69,12703198.87,132418181.37
Washington,25,2036,78845542.22,10674.98,64008.09,900645.97,6735539.60,0.00,1203906.70,2274482.22,0.00,0.00,34110357.45,0.00,98945263.79
West Virginia,25,2036,693700.00,0.00,0.00,70863701.46,0.00,0.00,6197451.92,18146.60,0.00,0.00,11730036.59,0.00,40400389.42
Wisconsin,25,2036,2017902.34,96418.04,1511742.70,4669888.01,0.00,0.00,4306506.04,295955.39,0.00,0.00,18601163.29,0.00,56799448.36
Wyoming,25,2036,867751.28,893.60,0.00,1102108.47,0.00,0.00,129817.53,114433.29,0.00,0.00,37452814.26,0.00,12589375.94
Alabama,25,2038,9299939.56,0.00,4250594.35,67038090.29,6798320.64,0.00,17161475.52,127624.94,0.00,0.00,9695.34,0.00,98449547.11
Arizona,25,2038,8141185.44,0.00,76838.75,623071.61,23077114.02,0.00,103780.34,8449645.36,7038446.31,98620948.85,20991799.53,0.00,105094792.34
Arkansas,25,2038,3122326.67,0.00,2226661.60,3076753.51,7889213.95,0.00,6336132.61,66413.37,1475255.54,0.00,3429896.54,0.00,43959767.74
California,25,2038,34941689.67,66531.39,0.00,14105.65,25751081.56,118630061.58,4675730.35,24943476.41,22413925.26,92382233.03,29217668.76,0.00,309332464.74
Colorado,25,2038,1593103.59,0.00,53634.22,1356686.96,0.00,0.00,255249.14,3986515.40,0.00,26801416.04,25775014.01,0.00,56129871.82
Connecticut,25,2038,396320.06,0.00,2313579.12,1137459.60,9130302.72,0.00,2835005.65,985745.17,841125.15,0.00,0.00,0.00,33595403.03
Delaware,25,2038,0.00,0.00,306818.79,6233252.51,0.00,0.00,54426.41,364394.79,0.00,0.00,515516.93,6407862.24,9488939.43
Florida,25,2038,208412.06,364094.86,39286523.07,64810791.36,6632315.14,0.00,17990810.31,5183884.43,49044951.65,5687497.12,0.00,0.00,294127980.63
Georgia,25,2038,4182738.39,230450.31,11962771.06,84867920.36,25169596.42,0.00,13846215.02,458590.87,6994911.38,0.00,197006.85,0.00,138335278.43
Idaho,25,2038,10449604.94,8985.23,13451.59,0.00,0.00,145943.13,64336.66,27877.26,0.00,0.00,2883250.81,0.00,24868700.50
Illinois,25,2038,2834969.39,87876.84,1363895.13,62064862.65,62607790.08,0.00,2739143.42,338836.39,0.00,0.00,77032451.61,0.00,145922812.83
Indiana,25,2038,2558734.89,790258.56,1358296.61,36755398.23,0.00,0.00,6245026.11,326593.35,0.00,0.00,63612420.48,0.00,112448432.45
Iowa,25,2038,4193288.71,0.00,401445.39,5787279.51,0.00,0.00,764321.46,525220.33,0.00,0.00,66850848.79,0.00,40557558.94
Kansas,25,2038,3845.33,45554.66,0.00,10278794.57,9217257.98,0.00,2007988.62,716663.50,2334497.23,0.00,74777647.77,0.00,43541722.49
Kentucky,25,2038,3773674.19,2948.01,405140.66,78908048.42,0.00,0.00,13916605.01,66861.74,483877.64,0.00,40734.78,0.00,71718272.63
Louisiana,25,2038,403837.67,0.00,2571141.47,11279654.25,16790270.98,0.00,13047668.27,984986.70,256821.10,0.00,0.00,0.00,78160939.31
Maine,25,2038,8649300.94,0.00,703718.45,75844.42,0.00,0.00,2101756.93,252234.10,0.00,0.00,1064936.48,1390295.34,12400036.67
Maryland,25,2038,1834543.72,0.00,2300385.32,30447717.15,0.00,0.00,2700583.46,722006.30,1416917.70,0.00,12401996.05,11172139.60,55620566.88
Massachusetts,25,2038,812127.33,0.00,2143182.74,1541433.40,0.00,0.00,4046845.02,599388.62,7243.54,0.00,747046.40,15447269.79,60366459.28
Michigan,25,2038,1391208.89,202330.43,3049157.37,50430646.74,8782481.66,0.00,4220264.43,429407.96,0.00,0.00,97774975.14,0.00,151554237.29
Minnesota,25,2038,17813166.50,0.00,160764.33,2616406.05,0.00,0.00,3500037.34,175210.94,0.00,0.00,79054773.12,0.00,72429508.55
Mississippi,25,2038,0.00,3299.32,3331988.73,8381514.75,10007760.38,0.00,17437251.03,63941.26,3553148.35,0.00,0.00,0.00,43520741.25
Missouri,25,2038,1526536.17,76527.69,915679.91,25778742.50,9406978.56,0.00,3170294.69,616681.70,0.00,0.00,7084521.19,0.00,110358658.34
Montana,25,2038,9539659.93,0.00,0.00,62360.76,0.00,0.00,12347.46,181304.66,0.00,0.00,22729650.64,0.00,15038807.01
Nebraska,25,2038,807234.00,29129.85,188090.66,3936787.16,0.00,0.00,651972.31,250524.94,0.00,0.00,31269721.71,0.00,24204775.71
Nevada,25,2038,2155924.44,0.00,0.00,141680.14,0.00,30488807.61,11502.48,2961185.64,1362778.46,12628027.51,11237707.51,0.00,41950032.43
New Hampshire,25,2038,1094256.22,0.00,744246.68,965.38,9644919.78,0.00,1646763.72,61893.53,8431.38,0.00,124640.73,0.00,9751411.08
New Jersey,25,2038,29771.06,0.00,854470.63,11992509.12,17319907.58,0.00,2684631.98,1137635.39,0.00,0.00,1315386.28,54734238.95,92028845.30
New Mexico,25,2038,203969.06,12232.43,5602.51,1268348.95,0.00,9422170.91,251227.04,954546.97,2563782.32,57189329.39,31508519.32,0.00,45271862.56
New York,25,2038,33158143.06,605481.30,9638501.33,25392536.03,0.00,0.00,8912393.75,4518842.27,0.00,0.00,34232512.88,12078790.71,150657369.77
North Carolina,25,2038,4621919.17,30169.88,288240.77,54942043.91,24505574.40,0.00,9323462.18,1124935.43,0.00,0.00,10940591.55,50571515.32,125621990.49
North Dakota,25,2038,2581167.11,0.00,0.00,1296802.02,0.00,0.00,537163.55,21228.86,0.00,0.00,27479713.12,0.00,13271423.25
Ohio,25,2038,575786.01,0.00,1532182.51,130617101.41,9762704.64,0.00,13516594.98,88829.53,0.00,0.00,30396009.71,0.00,151284995.62
Oklahoma,25,2038,2608900.50,22919.12,2624819.81,17253518.67,0.00,0.00,6499025.40,856680.63,664622.80,738965.73,57236725.55,0.00,70935310.07
Oregon,25,2038,36950715.67,1879.35,0.00,277494.58,0.00,8781473.78,375421.84,422865.44,0.00,0.00,25266416.62,0.00,61675072.03
Pennsylvania,25,2038,2694807.46,97957.76,11768507.10,98306061.37,42402548.74,0.00,8976439.46,1231086.07,0.00,0.00,17598576.26,1694983.39,183391898.84
Rhode Island,25,2038,9787.33,0.00,3128957.50,0.00,0.00,0.00,347523.05,349688.51,1852291.63,0.00,56542.90,2895307.44,12293666.05
South Carolina,25,2038,2584177.11,108235.84,1094011.10,30081237.43,25485797.38,0.00,10387174.20,133521.31,3037427.46,0.00,3691608.80,9127672.65,89947258.39
South Dakota,25,2038,5109845.50,17421.54,0.00,21957.67,0.00,0.00,203227.11,131517.08,0.00,0.00,29951829.61,0.00,12629952.65
Tennessee,25,2038,9100500.00,170906.72,0.00,28461552.40,26861271.55,0.00,17515063.96,91664.72,327480.40,0.00,450241.69,0.00,152638267.25
Texas,25,2038,1413257.72,231189.87,23417842.29,84164080.05,38418416.64,0.00,16145235.50,8511892.84,46545360.79,30389606.34,66296484.61,5974450.52,407362317.27
Utah,25,2038,720236.78,31392.85,10943.92,1428198.29,0.00,9779224.79,117440.54,508723.60,0.00,575822.84,4482629.56,0.00,34405654.18
Vermont,25,2038,42500575.56,0.00,0.00,0.00,0.00,0.00,640353.29,56021.58,0.00,0.00,114138.55,0.00,7144499.65
Virginia,25,2038,1340444.45,990986.61,4208917.33,17154666.25,7193571.84,0.00,8880354.71,491063.92,0.00,0.00,12376043.69,12703198.87,131971913.53
Washington,25,2038,78845542.22,9963.31,31745.47,648398.64,6735539.60,0.00,1166352.83,2283274.99,0.00,0.00,35325719.48,0.00,99226030.55
West Virginia,25,2038,693700.00,0.00,0.00,59520303.80,0.00,0.00,6197451.92,23223.30,0.00,0.00,11730036.59,0.00,39963076.94
Wisconsin,25,2038,3139786.10,89990.17,1323815.79,2894178.36,0.00,0.00,4050402.85,326409.53,0.00,0.00,18707779.50,0.00,56578613.79
Wyoming,25,2038,867751.28,834.03,0.00,779728.96,0.00,0.00,101573.13,128325.60,0.00,0.00,37483477.64,0.00,12565427.50
Alabama,25,2040,9299939.56,0.00,3967221.40,58245894.90,6798320.64,0.00,17161475.52,163450.55,0.00,0.00,9695.34,0.00,97978385.72
Arizona,25,2040,8141185.44,0.00,51492.95,293742.88,23077114.02,0.00,75744.92,8742501.44,7038446.31,100159889.78,21648540.70,0.00,106068155.96
Arkansas,25,2040,3122326.67,0.00,1878177.33,3049389.33,7889213.95,0.00,7537328.51,76037.35,1475255.54,0.00,3834121.84,0.00,43854872.09
California,25,2040,34941689.67,69616.55,0.00,6684.14,25751081.56,118630061.58,4675730.35,25866873.02,22413925.26,100071924.82,29227010.91,0.00,311552981.39
Colorado,25,2040,1593103.59,0.00,41413.22,777931.90,0.00,0.00,182737.98,4097868.88,0.00,27759285.41,27444949.97,0.00,56597642.65
Connecticut,25,2040,396320.06,0.00,2148516.26,1092049.73,9130302.72,0.00,2835437.09,1084106.81,841125.15,0.00,0.00,0.00,33455496.45
Delaware,25,2040,0.00,0.00,286364.21,4519119.00,0.00,0.00,54426.41,388895.69,0.00,0.00,515516.93,6407862.24,9457326.15
